ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,Conversion_Rate,CPA,Revenue,ROAS,Campaign_Type
708482,1178,104181,30-34,M,28,14369,5,7.25,2,0,0.03479713271626418,1.45,40.0,3.625,10,1.3793103448275863,Video
708486,936,104349,30-34,F,3,2847,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708486,916,103770,35-39,M,15,12247,1,1.56,0,0,0.008165264962848045,1.56,0.0,,0,0.0,Image
708488,1178,104348,35-39,F,20,7713,2,3.62,2,1,0.0259302476338649,1.81,100.0,1.81,60,16.574585635359117,Video
708490,1178,103921,45-49,F,100,21045,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708490,1178,103730,35-39,F,107,4344,1,1.33,0,0,0.02302025782688766,1.33,0.0,,0,0.0,Video
708490,916,103547,45-49,M,13,763,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708493,936,104183,40-44,F,30,17073,2,5.15,0,0,0.011714402858314297,2.575,0.0,,0,0.0,Image
708496,936,103746,30-34,M,49,13301,3,5.46,0,0,0.022554695135704083,1.82,0.0,,0,0.0,Image
708496,916,104057,45-49,F,59,2217,3,6.59,0,0,0.13531799729364005,2.1966666666666668,0.0,,0,0.0,Image
708497,916,103455,30-34,F,107,10740,2,1.92,0,0,0.018621973929236497,0.96,0.0,,0,0.0,Image
708499,1178,104153,35-39,M,51,31774,11,12.54,4,1,0.03461950022030591,1.14,36.36363636363637,3.135,70,5.58213716108453,Video
708499,1178,104243,35-39,F,67,32243,5,9.4,2,0,0.015507241881958875,1.8800000000000001,40.0,4.7,10,1.0638297872340425,Video
708502,936,104077,35-39,M,53,7250,1,1.77,1,0,0.013793103448275862,1.77,100.0,1.77,5,2.824858757062147,Image
708502,916,103693,30-34,M,86,4962,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708502,916,104168,40-44,M,15,5771,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708503,936,104184,30-34,F,102,27400,6,5.55,1,0,0.0218978102189781,0.9249999999999999,16.666666666666664,5.55,5,0.9009009009009009,Image
708503,1178,103859,35-39,F,3,19235,3,3.37,1,0,0.015596568754873929,1.1233333333333333,33.33333333333333,3.37,5,1.4836795252225519,Video
708506,1178,104023,40-44,M,55,24915,3,5.95,0,0,0.012040939193257074,1.9833333333333334,0.0,,0,0.0,Video
708508,1178,103047,40-44,M,22,111781,18,23.61,3,2,0.016102915522315957,1.3116666666666665,16.666666666666664,7.87,115,4.870817450232952,Video
708508,1178,104038,30-34,M,42,35561,13,22.05,12,6,0.0365569022243469,1.6961538461538461,92.3076923076923,1.8375000000000001,360,16.3265306122449,Video
708512,1178,103964,30-34,M,52,9615,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708513,1178,104132,45-49,F,28,66656,22,60.13,6,4,0.03300528084493519,2.7331818181818184,27.27272727272727,10.021666666666667,230,3.8250457342424746,Video
708514,1178,103257,45-49,F,90,5504,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708516,1178,103581,30-34,F,42,18726,8,10.81,4,1,0.04272134999465983,1.35125,50.0,2.7025,70,6.475485661424607,Video
708516,1178,103497,30-34,F,106,79519,11,17.56,6,3,0.013833171946327293,1.5963636363636362,54.54545454545454,2.9266666666666663,180,10.250569476082005,Video
708517,1178,104290,30-34,M,79,11651,4,5.1,1,0,0.03433181701141533,1.275,25.0,5.1,5,0.9803921568627452,Video
708519,1178,104119,45-49,M,95,15442,8,19.4,1,0,0.051806760782282094,2.425,12.5,19.4,5,0.2577319587628866,Video
708520,916,103849,30-34,M,35,3472,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708521,1178,103248,45-49,F,18,8794,2,6.35,1,0,0.02274277916761428,3.175,50.0,6.35,5,0.7874015748031497,Video
708521,936,103745,40-44,F,113,3414,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708521,1178,104446,30-34,F,9,40516,15,15.91,8,6,0.03702241089939777,1.0606666666666666,53.333333333333336,1.98875,340,21.370207416719044,Video
708521,916,103887,40-44,M,110,7289,2,3.77,0,0,0.027438606118809165,1.885,0.0,,0,0.0,Image
708522,1178,104087,30-34,M,21,23722,9,8.57,7,2,0.03793946547508642,0.9522222222222223,77.77777777777779,1.2242857142857144,135,15.752625437572929,Video
708522,936,104382,30-34,M,37,39484,4,4.73,0,0,0.010130685847431872,1.1825,0.0,,0,0.0,Image
708522,916,103461,45-49,F,44,14464,7,10.54,0,0,0.04839601769911504,1.5057142857142856,0.0,,0,0.0,Image
708524,916,103982,30-34,M,111,1076,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708524,1178,104020,30-34,F,96,2778,2,2.5,0,0,0.07199424046076314,1.25,0.0,,0,0.0,Video
708524,916,103204,45-49,M,8,14410,3,6.0,0,0,0.020818875780707843,2.0,0.0,,0,0.0,Image
708524,916,103604,30-34,F,56,3670,1,1.02,0,0,0.027247956403269755,1.02,0.0,,0,0.0,Image
708525,936,104006,35-39,F,37,2973,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708525,1178,103563,30-34,F,70,644,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708526,916,103277,35-39,M,49,20227,3,4.87,0,0,0.014831660651604291,1.6233333333333333,0.0,,0,0.0,Image
708526,1178,103638,30-34,F,56,9285,1,1.34,0,0,0.010770059235325794,1.34,0.0,,0,0.0,Video
708526,936,104107,45-49,F,32,17478,1,1.61,0,0,0.005721478430026319,1.61,0.0,,0,0.0,Image
708529,916,103729,30-34,F,4,1942,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708531,916,104000,35-39,M,90,1862,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708532,916,103725,40-44,F,74,1413,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708532,936,103875,30-34,M,78,8426,5,8.18,0,0,0.059340137669119386,1.636,0.0,,0,0.0,Image
708532,1178,104162,40-44,F,62,25235,5,12.07,2,0,0.01981375074301565,2.414,40.0,6.035,10,0.8285004142502072,Video
708534,1178,104325,40-44,F,11,18107,5,6.21,3,1,0.027613630087811345,1.242,60.0,2.07,65,10.466988727858293,Video
708534,1178,103543,30-34,F,110,47342,30,32.42,22,10,0.06336867897427233,1.0806666666666667,73.33333333333333,1.4736363636363636,610,18.815545959284393,Video
708535,916,103401,30-34,F,90,3283,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708536,1178,103607,40-44,F,73,6803,3,7.26,0,0,0.044098191974129064,2.42,0.0,,0,0.0,Video
708536,936,104193,45-49,M,95,20122,1,3.22,0,0,0.004969684921975947,3.22,0.0,,0,0.0,Image
708537,1178,103577,40-44,M,56,13200,6,14.53,3,1,0.045454545454545456,2.4216666666666664,50.0,4.843333333333333,65,4.473503097040606,Video
708538,1178,103816,40-44,F,101,2324,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708539,916,104000,40-44,F,8,6361,1,2.24,0,0,0.015720798616569723,2.24,0.0,,0,0.0,Image
708539,1178,103595,30-34,M,85,1129,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708539,916,103431,40-44,M,96,4834,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708541,1178,104232,30-34,F,15,20620,2,3.3,0,0,0.009699321047526672,1.65,0.0,,0,0.0,Video
708543,936,103375,35-39,M,19,7661,1,1.43,1,0,0.013053126223730584,1.43,100.0,1.43,5,3.4965034965034967,Image
708543,916,103549,30-34,F,18,18078,4,6.6,0,0,0.02212634140944795,1.65,0.0,,0,0.0,Image
708544,916,103472,35-39,F,110,2302,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708544,936,104200,45-49,M,69,17360,4,8.09,0,0,0.02304147465437788,2.0225,0.0,,0,0.0,Image
708544,1178,103774,45-49,M,82,196808,37,94.26,6,3,0.01880004877850494,2.5475675675675675,16.216216216216218,15.71,180,1.9096117122851686,Video
708545,936,104076,35-39,M,100,8188,3,5.94,0,0,0.03663898387884709,1.9800000000000002,0.0,,0,0.0,Image
708546,1178,104240,30-34,M,96,21966,3,4.19,1,0,0.013657470636438131,1.3966666666666667,33.33333333333333,4.19,5,1.1933174224343674,Video
708546,1178,104106,30-34,F,111,36401,6,8.9,0,0,0.01648306365209747,1.4833333333333334,0.0,,0,0.0,Video
708547,936,103277,35-39,F,18,6375,2,2.59,0,0,0.03137254901960784,1.295,0.0,,0,0.0,Image
708547,916,104272,30-34,M,13,5789,1,1.13,0,0,0.017274140611504576,1.13,0.0,,0,0.0,Image
708548,916,103746,30-34,F,29,886,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708551,916,103830,40-44,M,86,10103,1,2.33,1,0,0.009898050084133426,2.33,100.0,2.33,5,2.1459227467811157,Image
708551,936,103369,45-49,F,61,1816,1,3.55,0,0,0.05506607929515419,3.55,0.0,,0,0.0,Image
708553,936,104244,40-44,M,96,9506,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708556,1178,103677,35-39,F,29,12246,3,5.79,0,0,0.02449779519843214,1.93,0.0,,0,0.0,Video
708556,936,103885,45-49,F,77,5713,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708556,916,103665,45-49,M,98,14066,5,9.7,1,0,0.035546708374804496,1.94,20.0,9.7,5,0.5154639175257733,Image
708559,916,103389,35-39,F,59,26237,5,10.01,0,0,0.019057056828143463,2.002,0.0,,0,0.0,Image
708560,916,103806,30-34,M,47,3048,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708564,916,103736,35-39,F,60,619,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708566,1178,103389,40-44,F,20,19471,9,14.24,5,3,0.046222587437727905,1.5822222222222222,55.55555555555556,2.848,175,12.289325842696629,Video
708566,1178,104016,30-34,M,102,537,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708567,916,103593,30-34,F,72,1950,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708567,936,103728,30-34,M,47,2727,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708568,1178,103537,30-34,M,55,5303,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708569,936,103836,40-44,F,36,4173,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708569,916,104047,40-44,M,69,1696,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708571,916,103489,35-39,F,19,1878,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708571,1178,103829,30-34,M,44,12317,3,3.1,2,1,0.02435658033612081,1.0333333333333334,66.66666666666666,1.55,60,19.35483870967742,Video
708572,936,103298,30-34,M,60,2147,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708573,936,103493,40-44,F,11,2338,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708574,916,103973,30-34,F,76,7720,1,1.82,1,0,0.012953367875647668,1.82,100.0,1.82,5,2.7472527472527473,Image
708575,1178,104225,35-39,F,31,16305,4,7.17,0,0,0.024532352039251762,1.7925,0.0,,0,0.0,Video
708576,1178,103753,30-34,M,53,12305,5,4.33,2,1,0.04063388866314506,0.866,40.0,2.165,60,13.856812933025404,Video
708577,916,104295,30-34,M,65,3519,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708577,916,103653,35-39,F,73,5280,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708578,936,104233,30-34,F,101,7173,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708578,936,103206,30-34,M,45,1112,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708579,1178,104100,40-44,M,4,17781,4,10.19,1,0,0.02249592261402621,2.5475,25.0,10.19,5,0.49067713444553485,Video
708579,936,104224,30-34,M,7,27581,3,5.3,0,0,0.01087705304376201,1.7666666666666666,0.0,,0,0.0,Image
708581,936,104021,40-44,M,74,25990,4,5.01,1,0,0.01539053482108503,1.2525,25.0,5.01,5,0.9980039920159681,Image
708583,936,103667,30-34,M,82,7005,1,1.3,0,0,0.014275517487508924,1.3,0.0,,0,0.0,Image
708583,1178,103956,30-34,M,73,1546,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708585,1178,104362,40-44,M,77,28483,9,22.14,0,0,0.03159779517606994,2.46,0.0,,0,0.0,Video
708588,916,104031,45-49,M,114,10410,1,2.72,0,0,0.009606147934678195,2.72,0.0,,0,0.0,Image
708590,916,103523,30-34,F,72,18332,2,2.49,0,0,0.010909884355225835,1.245,0.0,,0,0.0,Image
708591,1178,103716,30-34,F,75,6794,3,2.48,1,0,0.044156608772446274,0.8266666666666667,33.33333333333333,2.48,5,2.0161290322580645,Video
708593,1178,104042,40-44,F,63,16573,6,15.94,3,1,0.03620346346467145,2.6566666666666667,50.0,5.3133333333333335,65,4.077791718946048,Video
708595,1178,104040,45-49,F,23,12068,1,3.07,0,0,0.008286377195889956,3.07,0.0,,0,0.0,Video
708595,1178,103895,30-34,M,82,3862,1,1.62,1,0,0.02589331952356292,1.62,100.0,1.62,5,3.0864197530864197,Video
708595,916,103403,40-44,F,38,1072,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708598,916,104271,45-49,M,95,13147,1,2.11,0,0,0.007606298014756218,2.11,0.0,,0,0.0,Image
708599,916,104072,30-34,F,43,5089,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708600,936,103799,30-34,F,66,8551,1,1.97,1,0,0.01169453865045024,1.97,100.0,1.97,5,2.5380710659898478,Image
708600,1178,104016,30-34,M,83,395789,61,81.2,23,11,0.015412252488068138,1.3311475409836067,37.704918032786885,3.5304347826086957,665,8.189655172413794,Video
708601,936,103547,35-39,M,23,6134,1,2.43,1,0,0.016302575806977502,2.43,100.0,2.43,5,2.05761316872428,Image
708601,1178,103517,30-34,F,114,21840,3,5.43,3,1,0.013736263736263736,1.8099999999999998,100.0,1.8099999999999998,65,11.970534069981584,Video
708601,1178,103539,30-34,M,71,29490,3,4.24,1,0,0.01017293997965412,1.4133333333333333,33.33333333333333,4.24,5,1.1792452830188678,Video
708602,936,103832,40-44,F,113,144243,36,42.6,3,1,0.02495788357147314,1.1833333333333333,8.333333333333332,14.200000000000001,65,1.5258215962441315,Image
708603,916,103811,45-49,F,26,3334,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708605,1178,103764,30-34,F,3,2832,1,1.1,0,0,0.03531073446327684,1.1,0.0,,0,0.0,Video
708606,916,103832,45-49,F,5,40810,6,10.81,0,0,0.014702278853222249,1.8016666666666667,0.0,,0,0.0,Image
708606,916,103368,45-49,M,30,5136,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708607,936,104149,30-34,F,21,1862,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708609,1178,103363,35-39,F,102,733,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708612,916,104131,45-49,F,26,1251,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708612,916,103721,35-39,F,14,610,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708614,916,104179,35-39,F,111,4122,1,1.46,0,0,0.024260067928190198,1.46,0.0,,0,0.0,Image
708616,916,103903,35-39,M,114,29443,9,15.34,0,0,0.03056753727541351,1.7044444444444444,0.0,,0,0.0,Image
708617,936,103871,35-39,F,82,1958,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708617,916,103699,35-39,F,112,2011,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708618,916,103681,30-34,M,25,2119,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708618,1178,103618,30-34,M,113,61027,19,33.39,4,2,0.03113376046667868,1.7573684210526317,21.052631578947366,8.3475,120,3.5938903863432166,Video
708618,916,103294,30-34,F,76,12805,1,1.27,1,0,0.007809449433814917,1.27,100.0,1.27,5,3.937007874015748,Image
708619,1178,104156,30-34,M,26,20263,7,11.87,0,0,0.034545723732912204,1.6957142857142855,0.0,,0,0.0,Video
708619,936,103585,45-49,M,54,1059,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708619,916,104251,30-34,F,70,28768,4,4.62,0,0,0.013904338153503892,1.155,0.0,,0,0.0,Image
708619,916,103484,35-39,F,99,9774,2,3.44,0,0,0.02046245140167792,1.72,0.0,,0,0.0,Image
708619,1178,103302,30-34,F,82,7332,2,3.26,2,1,0.027277686852154936,1.63,100.0,1.63,60,18.404907975460123,Video
708620,916,103991,45-49,F,13,24114,4,5.6,0,0,0.01658787426391308,1.4,0.0,,0,0.0,Image
708620,916,104297,35-39,M,18,1160,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708622,1178,104272,30-34,M,93,69574,5,5.3,1,0,0.00718659269267255,1.06,20.0,5.3,5,0.9433962264150944,Video
708623,916,103326,45-49,F,17,1507,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708623,916,104255,40-44,M,35,11568,1,1.65,0,0,0.008644536652835409,1.65,0.0,,0,0.0,Image
708623,916,103780,45-49,F,2,2373,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708624,936,104545,45-49,M,38,8024,1,2.92,0,0,0.012462612163509471,2.92,0.0,,0,0.0,Image
708625,916,104111,35-39,M,83,28212,3,4.47,0,0,0.010633772862611655,1.49,0.0,,0,0.0,Image
708625,916,103981,45-49,F,94,1572,1,2.4,0,0,0.06361323155216285,2.4,0.0,,0,0.0,Image
708626,936,103680,45-49,M,108,3923,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708629,936,104011,40-44,F,52,29434,5,12.98,0,0,0.01698715770877217,2.596,0.0,,0,0.0,Image
708630,936,103722,30-34,M,94,9985,3,3.66,0,0,0.030045067601402103,1.22,0.0,,0,0.0,Image
708631,1178,103626,35-39,M,34,218739,42,50.96,8,3,0.019200965534266864,1.2133333333333334,19.047619047619047,6.37,190,3.728414442700157,Video
708632,1178,103828,45-49,F,84,6847,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708633,1178,103808,30-34,M,58,7884,4,5.63,1,0,0.050735667174023336,1.4075,25.0,5.63,5,0.8880994671403197,Video
708633,1178,103839,30-34,F,100,5017,2,3.91,0,0,0.039864460833167234,1.955,0.0,,0,0.0,Video
708635,936,104086,45-49,M,24,14729,2,5.86,1,0,0.013578654355353385,2.93,50.0,5.86,5,0.8532423208191126,Image
708635,916,103357,45-49,F,109,29498,2,4.25,0,0,0.0067801206861482135,2.125,0.0,,0,0.0,Image
708635,916,103567,45-49,M,91,6008,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708635,1178,103965,45-49,M,8,6766,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708636,1178,104063,30-34,M,65,7291,1,1.06,0,0,0.013715539706487449,1.06,0.0,,0,0.0,Video
708636,936,103455,30-34,F,80,3849,3,2.68,0,0,0.0779423226812159,0.8933333333333334,0.0,,0,0.0,Image
708637,1178,104172,45-49,M,98,5258,3,9.05,2,1,0.05705591479650057,3.016666666666667,66.66666666666666,4.525,60,6.6298342541436455,Video
708637,916,103585,40-44,M,62,3510,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708639,1178,103495,40-44,M,79,21569,9,11.49,1,0,0.04172655199592007,1.2766666666666666,11.11111111111111,11.49,5,0.4351610095735422,Video
708640,1178,103601,40-44,M,87,26663,16,29.58,4,1,0.060008251134531,1.84875,25.0,7.395,70,2.3664638269100746,Video
708640,916,103333,35-39,F,113,6273,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708641,1178,103885,30-34,M,100,191192,54,80.9,13,4,0.028243859575714465,1.4981481481481482,24.074074074074073,6.223076923076923,265,3.275648949320148,Video
708643,916,104492,30-34,M,48,1995,1,1.12,0,0,0.05012531328320802,1.12,0.0,,0,0.0,Image
708644,1178,104358,30-34,M,106,7086,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708645,916,103491,40-44,F,67,10124,1,2.79,0,0,0.009877518767285657,2.79,0.0,,0,0.0,Image
708645,1178,104375,40-44,F,76,7643,4,4.76,0,0,0.05233547036503991,1.19,0.0,,0,0.0,Video
708646,1178,103615,30-34,M,82,7258,3,2.74,1,0,0.041333700744006614,0.9133333333333334,33.33333333333333,2.74,5,1.824817518248175,Video
708647,936,104113,40-44,M,99,294,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708647,916,104589,40-44,M,9,1476,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708648,1178,103867,45-49,M,9,50898,23,48.36,8,3,0.045188416047781836,2.1026086956521737,34.78260869565217,6.045,190,3.9288668320926385,Video
708649,1178,103923,30-34,F,104,4820,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708651,1178,103490,30-34,M,82,147379,44,56.52,13,5,0.029854999694664774,1.2845454545454547,29.545454545454547,4.3476923076923075,315,5.5732484076433115,Video
708652,936,103593,35-39,M,8,150346,26,28.05,1,0,0.017293443124526093,1.0788461538461538,3.8461538461538463,28.05,5,0.17825311942959002,Image
708652,1178,104337,45-49,F,28,55536,17,55.24,4,2,0.030610774992797466,3.2494117647058824,23.52941176470588,13.81,120,2.172338884866039,Video
708654,1178,104218,35-39,F,26,13642,2,3.3,0,0,0.014660606949127693,1.65,0.0,,0,0.0,Video
708655,1178,103596,30-34,M,50,3010,1,1.38,1,0,0.03322259136212625,1.38,100.0,1.38,5,3.6231884057971016,Video
708656,936,104101,30-34,M,97,242,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708656,936,103767,45-49,M,64,5882,2,4.25,0,0,0.034002040122407345,2.125,0.0,,0,0.0,Image
708656,916,104111,30-34,M,17,7214,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708657,1178,104146,35-39,F,93,7487,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708657,936,103567,35-39,F,52,6818,2,2.01,1,0,0.02933411557641537,1.005,50.0,2.01,5,2.4875621890547266,Image
708657,916,104086,35-39,M,17,2766,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708658,1178,103376,35-39,F,57,25146,4,9.0,0,0,0.01590710252127575,2.25,0.0,,0,0.0,Video
708658,936,104419,30-34,M,34,2512,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708658,916,104219,30-34,F,79,6522,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708659,1178,103944,30-34,M,42,9894,2,2.08,1,0,0.020214271275520515,1.04,50.0,2.08,5,2.4038461538461537,Video
708662,916,104175,30-34,M,32,1234,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708662,1178,103598,45-49,M,25,2892,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708662,916,103296,45-49,M,81,1927,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708664,1178,103625,30-34,M,81,58822,7,8.08,4,1,0.01190030940804461,1.1542857142857144,57.14285714285714,2.02,70,8.663366336633663,Video
708665,1178,104222,45-49,F,55,54936,12,16.93,7,4,0.021843599825251202,1.4108333333333334,58.333333333333336,2.4185714285714286,235,13.8806851742469,Video
708666,916,104100,30-34,F,96,19937,2,2.15,0,0,0.010031599538546421,1.075,0.0,,0,0.0,Image
708666,916,103978,30-34,M,106,5789,4,3.71,0,0,0.0690965624460183,0.9275,0.0,,0,0.0,Image
708666,936,104611,35-39,M,56,13602,1,2.08,0,0,0.007351860020585208,2.08,0.0,,0,0.0,Image
708667,916,104484,30-34,F,111,13201,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708668,916,103982,30-34,M,99,35183,10,17.39,1,0,0.028422817838160478,1.739,10.0,17.39,5,0.2875215641173088,Image
708670,1178,103424,40-44,F,9,11475,1,1.6,0,0,0.008714596949891067,1.6,0.0,,0,0.0,Video
708670,936,103578,30-34,F,8,1553,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708672,916,103834,40-44,M,17,589,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708674,916,104337,45-49,M,38,7071,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708677,1178,104601,40-44,M,39,25369,4,11.23,0,0,0.015767275020694548,2.8075,0.0,,0,0.0,Video
708678,936,104346,45-49,F,97,4283,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708680,936,104165,40-44,M,114,640,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708681,1178,104007,30-34,M,102,4460,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708682,1178,103525,40-44,F,48,7363,3,5.19,0,0,0.040744261849789486,1.7300000000000002,0.0,,0,0.0,Video
708682,1178,104258,45-49,F,93,27866,7,18.53,1,0,0.025120218187037965,2.6471428571428572,14.285714285714285,18.53,5,0.2698327037236913,Video
708683,916,103807,40-44,M,74,7919,4,6.41,0,0,0.050511428210632654,1.6025,0.0,,0,0.0,Image
708683,916,103518,40-44,F,40,29024,9,24.83,0,0,0.031008820286659317,2.7588888888888885,0.0,,0,0.0,Image
708684,1178,103736,30-34,F,22,40025,12,9.28,9,6,0.029981261711430354,0.7733333333333333,75.0,1.031111111111111,345,37.17672413793104,Video
708684,1178,103824,45-49,M,22,8701,3,9.22,1,0,0.03447879554074244,3.0733333333333337,33.33333333333333,9.22,5,0.5422993492407808,Video
708684,916,104220,30-34,F,96,2233,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708684,916,104476,40-44,F,98,2995,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708684,1178,104009,35-39,M,89,19576,9,19.4,4,2,0.04597466285247242,2.1555555555555554,44.44444444444444,4.85,120,6.185567010309279,Video
708685,916,104550,45-49,F,67,4768,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708686,1178,104248,45-49,M,13,3564,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Video
708688,916,104066,40-44,M,29,6234,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708688,936,103990,30-34,F,63,766,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708689,916,103898,45-49,M,84,3038,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708689,936,104032,45-49,M,89,6690,3,9.68,0,0,0.04484304932735426,3.2266666666666666,0.0,,0,0.0,Image
708690,1178,104334,45-49,F,69,12544,1,3.21,0,0,0.007971938775510204,3.21,0.0,,0,0.0,Video
708693,1178,104570,30-34,F,55,8971,3,3.5,0,0,0.03344108795006131,1.1666666666666667,0.0,,0,0.0,Video
708693,1178,104399,30-34,F,107,51435,18,19.72,7,4,0.034995625546806644,1.0955555555555554,38.88888888888889,2.817142857142857,235,11.916835699797161,Video
708694,1178,103636,30-34,M,23,30800,1,1.56,0,0,0.003246753246753247,1.56,0.0,,0,0.0,Video
708695,916,103865,45-49,M,107,1667,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708698,916,103690,35-39,F,101,3226,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
708698,1178,104243,45-49,M,30,5103,1,1.95,1,0,0.01959631589261219,1.95,100.0,1.95,5,2.5641025641025643,Video
708698,1178,104097,30-34,M,55,12200,1,0.9,0,0,0.00819672131147541,0.9,0.0,,0,0.0,Video
708700,1178,104385,35-39,M,84,26089,7,7.97,2,1,0.026831231553528307,1.1385714285714286,28.57142857142857,3.985,60,7.52823086574655,Video
708701,936,103790,35-39,F,84,37726,2,2.23,1,0,0.005301383661135557,1.115,50.0,2.23,5,2.242152466367713,Image
708701,916,104282,30-34,M,16,3712,0,0.0,0,0,0.0,0.0,0.0,,0,0.0,Image
